icd_10,Name,Name_DO,symptoms,names_ru,symptoms_ru_no_stat,InRuMedTop3
M41.46,"neuromuscular scoliosis, lumbar region",,,,,0
M41.47,"neuromuscular scoliosis, lumbosacral region",,,,,0
M41.50,"other secondary scoliosis, site unspecified",,,,,0
M41.52,"other secondary scoliosis, cervical region",,,,,0
M41.53,"other secondary scoliosis, cervicothoracic region",,,,,0
M41.54,"other secondary scoliosis, thoracic region",,,,,0
M41.55,"other secondary scoliosis, thoracolumbar region",,,,,0
M41.56,"other secondary scoliosis, lumbar region",,,,,0
M41.57,"other secondary scoliosis, lumbosacral region",,,,,0
M41.80,"other forms of scoliosis, site unspecified",,,,,0
M41.82,"other forms of scoliosis, cervical region",,,,,0
M41.83,"other forms of scoliosis, cervicothoracic region",,,,,0
M41.84,"other forms of scoliosis, thoracic region",,,,,0
M41.85,"other forms of scoliosis, thoracolumbar region",,,,,0
M41.86,"other forms of scoliosis, lumbar region",,,,,0
M41.87,"other forms of scoliosis, lumbosacral region",,,,,0
M41.9,"scoliosis, unspecified",,,,,0
M42.00,"juvenile osteochondrosis of spine, site unspecified",,,ювенильный остеохондроз позвоночника,"повышенная физическая утомляемость, утренняя скованность, головные боли, ощущение постоянного недосыпания, нарушения осанки, сутулость, хруст, щелчки в спине при попытке согнуться или разогнуться после длительного сидения",1
M42.01,"juvenile osteochondrosis of spine, occipito-atlanto-axial region",,,,,1
M42.02,"juvenile osteochondrosis of spine, cervical region",,,,,1
M42.03,"juvenile osteochondrosis of spine, cervicothoracic region",,,,,1
M42.04,"juvenile osteochondrosis of spine, thoracic region",,,,,1
M42.05,"juvenile osteochondrosis of spine, thoracolumbar region",,,,,1
M42.06,"juvenile osteochondrosis of spine, lumbar region",,,,,1
M42.07,"juvenile osteochondrosis of spine, lumbosacral region",,,,,1
M42.08,"juvenile osteochondrosis of spine, sacral and sacrococcygeal region",,,,,1
M42.09,"juvenile osteochondrosis of spine, multiple sites in spine",,,,,1
M42.10,"adult osteochondrosis of spine, site unspecified",,,,,1
M42.11,"adult osteochondrosis of spine, occipito-atlanto-axial region",,,,,1
M42.12,"adult osteochondrosis of spine, cervical region",,,,,1
M42.13,"adult osteochondrosis of spine, cervicothoracic region",,,,,1
M42.14,"adult osteochondrosis of spine, thoracic region",,,,,1
M42.15,"adult osteochondrosis of spine, thoracolumbar region",,,,,1
M42.16,"adult osteochondrosis of spine, lumbar region",,,,,1
M42.17,"adult osteochondrosis of spine, lumbosacral region",,,,,1
M42.18,"adult osteochondrosis of spine, sacral and sacrococcygeal region",,,,,1
M42.19,"adult osteochondrosis of spine, multiple sites in spine",,,,,1
M42.9,"spinal osteochondrosis, unspecified",,,,,1
M43.00,"spondylolysis, site unspecified",,,,,0
M43.01,"spondylolysis, occipito-atlanto-axial region",,,,,0
M43.02,"spondylolysis, cervical region",,,,,0
M43.03,"spondylolysis, cervicothoracic region",,,,,0
M43.04,"spondylolysis, thoracic region",,,,,0
M43.05,"spondylolysis, thoracolumbar region",,,,,0
M43.06,"spondylolysis, lumbar region",,,,,0
M43.07,"spondylolysis, lumbosacral region",,,,,0
M43.08,"spondylolysis, sacral and sacrococcygeal region",,,,,0
M43.09,"spondylolysis, multiple sites in spine",,,,,0
M43.10,"spondylolisthesis, site unspecified",,,,,0
M43.11,"spondylolisthesis, occipito-atlanto-axial region",,,,,0
M43.12,"spondylolisthesis, cervical region",,,,,0
M43.13,"spondylolisthesis, cervicothoracic region",,,,,0
M43.14,"spondylolisthesis, thoracic region",,,,,0
M43.15,"spondylolisthesis, thoracolumbar region",,,,,0
M43.16,"spondylolisthesis, lumbar region",,,,,0
M43.17,"spondylolisthesis, lumbosacral region",,,,,0
M43.18,"spondylolisthesis, sacral and sacrococcygeal region",,,,,0
M43.19,"spondylolisthesis, multiple sites in spine",,,,,0
M43.20,"fusion of spine, site unspecified",,,,,0
M43.21,"fusion of spine, occipito-atlanto-axial region",,,,,0
M43.22,"fusion of spine, cervical region",,,,,0
M43.23,"fusion of spine, cervicothoracic region",,,,,0
M43.24,"fusion of spine, thoracic region",,,,,0
M43.25,"fusion of spine, thoracolumbar region",,,,,0
M43.26,"fusion of spine, lumbar region",,,,,0
M43.27,"fusion of spine, lumbosacral region",,,,,0
M43.28,"fusion of spine, sacral and sacrococcygeal region",,,,,0
M43.3,recurrent atlantoaxial dislocation with myelopathy,,,,,0
M43.4,other recurrent atlantoaxial dislocation,,,,,0
M43.6,torticollis,,,,,0
M43.9,"deforming dorsopathy, unspecified",,,,,0
M50.00,"cervical disc disorder with myelopathy, unspecified cervical region",,,,,0
M50.01,"cervical disc disorder with myelopathy,  high cervical region",,,,,0
M50.03,"cervical disc disorder with myelopathy, cervicothoracic region",,,,,0
M50.10,"cervical disc disorder with radiculopathy, unspecified cervical region",,,,,0
M50.11,"cervical disc disorder with radiculopathy,  high cervical region",,,,,0
M50.13,"cervical disc disorder with radiculopathy, cervicothoracic region",,,,,0
M50.20,"other cervical disc displacement, unspecified cervical region",,,,,0
M50.21,"other cervical disc displacement,  high cervical region",,,,,0
M50.23,"other cervical disc displacement, cervicothoracic region",,,,,0
M50.30,"other cervical disc degeneration, unspecified cervical region",,,,,0
M50.31,"other cervical disc degeneration,  high cervical region",,,,,0
M50.33,"other cervical disc degeneration, cervicothoracic region",,,,,0
M50.80,"other cervical disc disorders, unspecified cervical region",,,,,0
M50.81,"other cervical disc disorders,  high cervical region",,,,,0
M50.83,"other cervical disc disorders, cervicothoracic region",,,,,0
M50.90,"cervical disc disorder, unspecified, unspecified cervical region",,,,,0
M50.91,"cervical disc disorder, unspecified,  high cervical region",,,,,0
M50.93,"cervical disc disorder, unspecified, cervicothoracic region",,,,,0
M51.04,"intervertebral disc disorders with myelopathy, thoracic region",,,поражения межпозвонковых дисков с миелопатией грудного отдела,"боли которые иррадиируют в руки или ноги, нарушения чувствительности или движений, контрактуры с одной, или с противоположной стороны тела, снижение амплитуды движений в позвоночнике, слабость,  деформации позвоночника, нарушением функции мочевого пузыря или кишечника, онемение в области гениталий",1
M51.05,"intervertebral disc disorders with myelopathy, thoracolumbar region",,,,,1
M51.06,"intervertebral disc disorders with myelopathy, lumbar region",,,,,1
M51.14,"intervertebral disc disorders with radiculopathy, thoracic region",,,,,1
M51.15,"intervertebral disc disorders with radiculopathy, thoracolumbar region",,,,,1
M51.16,"intervertebral disc disorders with radiculopathy, lumbar region",,,,,1
M51.17,"intervertebral disc disorders with radiculopathy, lumbosacral region",,,,,1
M51.24,"other intervertebral disc displacement, thoracic region",,,,,1
M51.25,"other intervertebral disc displacement, thoracolumbar region",,,,,1
M51.26,"other intervertebral disc displacement, lumbar region",,,,,1
M51.27,"other intervertebral disc displacement, lumbosacral region",,,,,1
M51.34,"other intervertebral disc degeneration, thoracic region",,,,,1
M51.35,"other intervertebral disc degeneration, thoracolumbar region",,,,,1
M51.36,"other intervertebral disc degeneration, lumbar region",,,,,1
M51.37,"other intervertebral disc degeneration, lumbosacral region",,,,,1
M51.44,"schmorl's nodes, thoracic region",,,,,1
M51.45,"schmorl's nodes, thoracolumbar region",,,,,1
M51.46,"schmorl's nodes, lumbar region",,,,,1
M51.47,"schmorl's nodes, lumbosacral region",,,,,1
M51.84,"other intervertebral disc disorders, thoracic region",,,,,1
M51.85,"other intervertebral disc disorders, thoracolumbar region",,,,,1
M51.86,"other intervertebral disc disorders, lumbar region",,,,,1
M51.87,"other intervertebral disc disorders, lumbosacral region",,,,,1
M51.9,"unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder",,,,,1
M53.3,"sacrococcygeal disorders, not elsewhere classified",,,крестцово-копчиковые нарушения,"боль в области копчика, боль усиливается при длительном сидении и натуживании и надавливании на копчиковую область, осторожно переваливаются с ноги на ногу боясь наступить на нее полностью, боль отдает в ягодицы нижнюю часть живота внутреннюю часть бедер и поясницу",1
M53.80,"other specified dorsopathies, site unspecified",,,,,1
M53.81,"other specified dorsopathies, occipito-atlanto-axial region",,,,,1
M53.82,"other specified dorsopathies, cervical region",,,,,1
M53.83,"other specified dorsopathies, cervicothoracic region",,,,,1
M53.84,"other specified dorsopathies, thoracic region",,,,,1
M53.85,"other specified dorsopathies, thoracolumbar region",,,,,1
M53.86,"other specified dorsopathies, lumbar region",,,,,1
M53.87,"other specified dorsopathies, lumbosacral region",,,,,1
M53.88,"other specified dorsopathies, sacral and sacrococcygeal region",,,,,1
M53.9,"dorsopathy, unspecified",,,,,1
M54.00,"panniculitis affecting regions of neck and back, site unspecified",,,"панникулит, поражающий области шеи и спины","возникает боль, покраснение, отеки, подвижность ограничивается, повышение температуры над местами локализации воспаления, Боли в шее и спине, Отек и покраснение кожи в области шеи и позвоночника, Трудности при поворотах головы и наклоне вперед, Ощущение жгучей боли, Покалывание и онемение в руках, Ограничение подвижности шеи и позвоночника, Усиление симптомов при физической активности",1
M54.01,"panniculitis affecting regions of neck and back, occipito-atlanto-axial region",,,,,1
M54.02,"panniculitis affecting regions of neck and back, cervical region",,,,,1
M54.03,"panniculitis affecting regions of neck and back, cervicothoracic region",,,,,1
M54.04,"panniculitis affecting regions of neck and back, thoracic region",,,,,1
M54.05,"panniculitis affecting regions of neck and back, thoracolumbar region",,,,,1
M54.06,"panniculitis affecting regions of neck and back, lumbar region",,,,,1
M54.07,"panniculitis affecting regions of neck and back, lumbosacral region",,,,,1
M54.08,"panniculitis affecting regions of neck and back, sacral and sacrococcygeal region",,,,,1
M54.09,"panniculitis affecting regions, neck and back, multiple sites in spine",,,,,1
M54.10,"radiculopathy, site unspecified",,,,,1
M54.11,"radiculopathy, occipito-atlanto-axial region",,,,,1
M54.12,"radiculopathy, cervical region",,,,,1
M54.13,"radiculopathy, cervicothoracic region",,,,,1
M54.14,"radiculopathy, thoracic region",,,,,1
M54.15,"radiculopathy, thoracolumbar region",,,,,1
M54.16,"radiculopathy, lumbar region",,,,,1
M54.17,"radiculopathy, lumbosacral region",,,,,1
M54.18,"radiculopathy, sacral and sacrococcygeal region",,,,,1
M54.2,cervicalgia,,,,,1
M54.30,"sciatica, unspecified side",,,,,1
M54.31,"sciatica, right side",,,,,1
M54.32,"sciatica, left side",,,,,1
M54.40,"lumbago with sciatica, unspecified side",,,,,1
M54.41,"lumbago with sciatica, right side",,,,,1
M54.42,"lumbago with sciatica, left side",,,,,1
M54.5,low back pain,,,,,1
M54.6,pain in thoracic spine,,,,,1
M54.81,occipital neuralgia,,,,,1
M54.89,other dorsalgia,,,,,1
M54.9,"dorsalgia, unspecified",,,,,1
M60.08,"infective myositis, other site",,,,,0
M60.09,"infective myositis, multiple sites",,,,,0
M60.10,interstitial myositis of unspecified site,,,,,0
M60.18,"interstitial myositis, other site",,,,,0
M60.19,"interstitial myositis, multiple sites",,,,,0
M60.20,"foreign body granuloma of soft tissue, not elsewhere classified, unspecified site",,,,,0
